CUT,TITLE,ARTIST,ALBUM,GROUP,ACTSTART,ACTDUR,DATE,
50643,Rorschach,Typhoon                                                     ,Offerings                                                   ,INDIE,11:18:47,0:04:17,1/23/2026,
50529,Back To You,Twerps                                                      ,Range Anxiety                                               ,INDIE,11:23:04,0:02:30,1/23/2026,
50372,Amy National Guard Family,                                                            ,                                                            ,SHORTPSA,11:25:34,0:00:31,1/23/2026,
50140,LEAD Tiger Roar Long PSA,RAE!                                                        ,                                                            ,LONGPSA,11:26:05,0:00:59,1/23/2026,
50349,Dr. Hepcat Show Promo _mixdown,                                                            ,                                                            ,SHORTPSA,11:27:04,0:00:26,1/23/2026,
50664,Dramamine,Modest Mouse                                                ,This Is A Long Drive For Someone With Nothing To Think About,INDIE,11:27:30,0:05:40,1/23/2026,
50789,Favorite,Tigers Jaw                                                  ,spin                                                        ,INDIE,11:33:10,0:02:03,1/23/2026,
50730,Skim,Torres                                                      ,Three Futures                                               ,INDIE,11:35:13,0:05:16,1/23/2026,
50530,Red Eyes,The War on Drugs                                            ,                                                            ,INDIE,11:40:29,0:04:58,1/23/2026,
50136,WEGL Youtube PSA,                                                            ,                                                            ,LONGPSA,11:45:27,0:01:00,1/23/2026,
50376,ALW Answers,                                                            ,                                                            ,SHORTPSA,11:46:27,0:00:30,1/23/2026,
50756,Do I Have To Talk You Into It,Spoon                                                       ,Hot Thoughts                                                ,INDIE,11:46:57,0:04:20,1/23/2026,
50795,Wabi-Sabi,tricot                                                      ,3,INDIE,11:51:17,0:03:06,1/23/2026,
50622,Cry For Judas,The Mountain Goats                                          ,Various                                                     ,INDIE,11:54:23,0:03:09,1/23/2026,
50714,George Washington,WHY?                                                        ,Moh Lhean                                                   ,INDIE,11:57:32,0:03:09,1/23/2026,
50016,Moseby ID,                                                            ,                                                            ,IDS,12:00:42,0:00:10,1/23/2026,
85118,B4TTL3 F0R TH3 L45T V3G4N B4G3L,Julian Murrah & Pondylus                                    ,Drawing Bored                                               ,LOCAL,12:00:52,0:04:35,1/23/2026,
